source,confidence,target,weight
E2F1,B,IGF2BP2,0.5
E2F1,B,IQCJ,0.5
E2F1,B,IRS1,0.5
E2F1,B,ITGB1,0.5
E2F1,B,JADE2,0.5
E2F1,B,JMJD1C,0.5
E2F1,B,JUND,0.5
E2F1,B,KBTBD2,0.5
E2F1,B,KCTD15,0.5
E2F1,B,KIAA1522,0.5
E2F1,B,KIF18A,0.5
E2F1,B,LIG1,0.5
E2F1,B,LMNB1,0.5
E2F1,B,LNPEP,0.5
E2F1,B,LTBP3,0.5
E2F1,B,LTBP4,0.5
E2F1,B,NKIRAS1,0.5
E2F1,B,VPS26C,0.5
E2F1,B,WNK1,0.5
E2F1,B,YWHAZ,0.5
E2F4,B,HNRNPF,0.5
E2F4,B,HNRNPL,0.5
E2F4,B,HNRNPUL1,0.5
E2F4,B,ICAM5,0.5
E2F4,B,IER5,0.5
E2F4,B,IGF2BP2,0.5
E2F4,B,ING2,0.5
E2F4,B,ING5,0.5
E2F4,B,HNRNPAB,0.5
E2F4,B,IPO11,0.5
E2F4,B,IRF2BP2,0.5
E2F4,B,JADE1,0.5
E2F4,B,JADE2,0.5
E2F4,B,KAZALD1,0.5
E2F4,B,KCNAB2,0.5
E2F4,B,KIF11,0.5
E2F4,B,KIF18B,0.5
E2F4,B,KIF20A,0.5
E2F4,B,IQGAP3,0.5
E2F4,B,KLHL25,0.5
E2F4,B,HNRNPA0,0.5
E2F4,B,HMBS,0.5
E2F4,B,FHOD1,0.5
E2F4,B,FIZ1,0.5
E2F4,B,FKBP5,0.5
E2F4,B,FLAD1,0.5
E2F4,B,FOXO3,0.5
E2F4,B,FSCN1,0.5
E2F4,B,GEN1,0.5
E2F4,B,GGH,0.5
E2F4,B,HMGB2,0.5
E2F4,B,GPR137,0.5
E2F4,B,GTF2A1,0.5
E2F4,B,GTPBP3,0.5
E2F4,B,H1-2,0.5
E2F4,B,H2BC15,0.5
E2F4,B,H2BC17,0.5
E2F4,B,HAUS3,0.5
E2F4,B,HELLS,0.5
E2F4,B,HES1,0.5
E2F4,B,GSE1,0.5
E2F4,B,KMT5C,0.5
E2F4,B,KPNB1,0.5
E2F4,B,LIG1,0.5
E2F4,B,NET1,0.5
E2F4,B,NFATC2IP,0.5
E2F4,B,NFIC,0.5
E2F4,B,NOLC1,0.5
E2F4,B,NR3C1,0.5
E2F4,B,NR4A2,0.5
E2F4,B,NSD2,0.5
E2F4,B,NUDT2,0.5
E2F4,B,NEMP1,0.5
E2F4,B,NUP155,0.5
E2F4,B,NUP214,0.5
E2F4,B,ODF2,0.5
E2F4,B,OIP5,0.5
E2F4,B,ORC3,0.5
E2F4,B,ORC6,0.5
E2F4,B,PAXX,0.5
E2F4,B,PBK,0.5
E2F4,B,PC,0.5
E2F4,B,NUP205,0.5
E2F4,B,NCAPD3,0.5
E2F4,B,NCAPD2,0.5
E2F4,B,MYO9B,0.5
E2F4,B,LMNB1,0.5
E2F4,B,LRP4,0.5
E2F4,B,LRRC14,0.5
E2F4,B,LTBP4,0.5
E2F4,B,MAD2L1BP,0.5
E2F4,B,MAD2L2,0.5
E2F4,B,MAEA,0.5
E2F4,B,MCM4,0.5
E2F4,B,MED15,0.5
E2F4,B,MFSD12,0.5
E2F4,B,MGRN1,0.5
E2F4,B,MIDEAS,0.5
E2F4,B,MIDN,0.5
E2F4,B,MLLT1,0.5
E2F4,B,MMS22L,0.5
E2F4,B,MNT,0.5
E2F4,B,MXI1,0.5
E2F4,B,MYBL1,0.5
E2F4,B,MYO18A,0.5
E2F4,B,FDXR,0.5
E2F4,B,FBXL5,0.5
E2F4,B,FBXL20,0.5
E2F4,B,FBXL19,0.5
E2F4,B,BCOR,0.5
E2F4,B,BCR,0.5
E2F4,B,BHLHE40,0.5
E2F4,B,BRCA2,0.5
E2F4,B,BRD2,0.5
E2F4,B,BRIP1,0.5
E2F4,B,CAND1,0.5
E2F4,B,CARS1,0.5
E2F4,B,BCL2L12,0.5
E2F4,B,CBX3,0.5
E2F4,B,CCNE2,0.5
E2F4,B,CCNF,0.5
E2F4,B,CCNG2,0.5
E2F4,B,CCT5,0.5
E2F4,B,CDCA2,0.5
E2F4,B,CDCA5,0.5
E2F4,B,CDK19,0.5
E2F4,B,CENPA,0.5
E2F4,B,CCND3,0.5
E2F4,B,BCL2L11,0.5
E2F4,B,ATG16L1,0.5
E2F4,B,ATAD2,0.5
E2F1,B,ZBTB14,0.5
E2F1,B,ZBTB7B,0.5
E2F1,B,ZCWPW1,0.5
E2F1,B,ZMIZ1,0.5
E2F1,B,ZNF131,0.5
E2F1,B,ZNF217,0.5
E2F1,B,ZNF280D,0.5
E2F2,B,FOXM1,0.5
E2F4,B,ABCA7,0.5
E2F4,B,ACTB,0.5
E2F4,B,AGFG2,0.5
E2F4,B,AGPAT3,0.5
E2F4,B,ALDOA,0.5
E2F4,B,ANAPC5,0.5
E2F4,B,ANP32B,0.5
E2F4,B,ARHGAP21,0.5
E2F4,B,ARHGEF39,0.5
E2F4,B,ARID1A,0.5
E2F4,B,ASPM,0.5
E2F4,B,CENPJ,0.5
E2F1,B,BFSP1,0.5
E2F4,B,CENPM,0.5
E2F4,B,CEP152,0.5
E2F4,B,E4F1,0.5
E2F4,B,EFHD2,0.5
E2F4,B,EHD1,0.5
E2F4,B,ELF2,0.5
E2F4,B,ELP5,0.5
E2F4,B,EMC3,0.5
E2F4,B,EML2,0.5
E2F4,B,ERGIC1,0.5
E2F4,B,DTL,0.5
E2F4,B,ERI2,0.5
E2F4,B,EXO1,0.5
E2F4,B,EXOSC8,0.5
E2F4,B,FAAP100,0.5
E2F4,B,FADS2,0.5
E2F4,B,FAM111A,0.5
E2F4,B,FAM53C,0.5
E2F4,B,FANCA,0.5
E2F4,B,FASN,0.5
E2F4,B,ESYT1,0.5
E2F4,B,DST,0.5
E2F4,B,DSCC1,0.5
E2F4,B,DNA2,0.5
E2F4,B,CEP57,0.5
E2F4,B,CGGBP1,0.5
E2F4,B,CHD9,0.5
E2F4,B,CIC,0.5
E2F4,B,CIT,0.5
E2F4,B,CKAP5,0.5
E2F4,B,CLK3,0.5
E2F4,B,CNOT8,0.5
E2F4,B,CNOT9,0.5
E2F4,B,COMTD1,0.5
E2F4,B,CRYBG1,0.5
E2F4,B,CTDSPL2,0.5
E2F4,B,CXXC5,0.5
E2F4,B,DDX39A,0.5
E2F4,B,DDX3X,0.5
E2F4,B,DEPDC1B,0.5
E2F4,B,DHX15,0.5
E2F4,B,DIP2A,0.5
E2F4,B,DLGAP5,0.5
E2F4,B,CENPU,0.5
E2F1,B,BCOR,0.5
E2F1,B,B9D1,0.5
E2F1,B,ATOX1,0.5
CTCF,B,NCOR2,0.5
CTCF,B,NDST1,0.5
CTCF,B,NECTIN1,0.5
CTCF,B,NEDD4L,0.5
CTCF,B,NEO1,0.5
CTCF,B,NFASC,0.5
CTCF,B,NFATC2,0.5
CTCF,B,NFIA,0.5
CTCF,B,NCOA7,0.5
CTCF,B,NFIX,0.5
CTCF,B,NIBAN2,0.5
CTCF,B,NKAIN1,0.5
CTCF,B,NLGN1,0.5
CTCF,B,NRCAM,0.5
CTCF,B,NRG1,0.5
CTCF,B,NRP2,0.5
CTCF,B,NRXN1,0.5
CTCF,B,NRXN2,0.5
CTCF,B,NHSL1,0.5
CTCF,B,NRXN3,0.5
CTCF,B,NAV3,0.5
CTCF,B,MYT1L,0.5
CTCF,B,MGLL,0.5
CTCF,B,MICAL2,0.5
CTCF,B,MICAL3,0.5
CTCF,B,MIDEAS,0.5
CTCF,B,MIPEP,0.5
CTCF,B,MROH1,0.5
CTCF,B,MRPS22,0.5
CTCF,B,MSI2,0.5
CTCF,B,NAV2,0.5
CTCF,B,MTERF1,0.5
CTCF,B,MTUS2,0.5
CTCF,B,MVB12B,0.5
CTCF,B,MYH9,0.5
CTCF,B,MYLK,0.5
CTCF,B,MYO15B,0.5
CTCF,B,MYO18A,0.5
CTCF,B,MYO1D,0.5
CTCF,B,MYO1H,0.5
CTCF,B,MTF1,0.5
CTCF,B,NTM,0.5
CTCF,B,NTMT1,0.5
CTCF,B,NTNG2,0.5
CTCF,B,PLCG2,0.5
CTCF,B,PLEC,0.5
CTCF,B,PLEKHA7,0.5
CTCF,B,PLEKHG5,0.5
CTCF,B,PLXNA2,0.5
CTCF,B,PLXNA4,0.5
CTCF,B,POLR1A,0.5
CTCF,B,POU2F2,0.5
CTCF,B,PLCB1,0.5
CTCF,B,POU2F3,0.5
CTCF,B,PPP2R2C,0.5
CTCF,B,PRDM11,0.5
CTCF,B,PRDM16,0.5
CTCF,B,PRDM2,0.5
CTCF,B,PREX1,0.5
CTCF,B,PRICKLE2,0.5
CTCF,B,PRKAG2,0.5
CTCF,B,PRKCB,0.5
CTCF,B,PPARGC1B,0.5
CTCF,B,PLB1,0.5
CTCF,B,PKNOX2,0.5
CTCF,B,PITPNC1,0.5
CTCF,B,NTRK3,0.5
CTCF,B,NUP210,0.5
CTCF,B,OSBP2,0.5
CTCF,B,OSBPL3,0.5
CTCF,B,OTOF,0.5
CTCF,B,PACSIN2,0.5
CTCF,B,PAH,0.5
CTCF,B,PALLD,0.5
CTCF,B,PARP1,0.5
CTCF,B,PAX5,0.5
CTCF,B,PDE1C,0.5
CTCF,B,PDE4A,0.5
CTCF,B,PDE4B,0.5
CTCF,B,PDE4D,0.5
CTCF,B,PDS5B,0.5
CTCF,B,PDZD2,0.5
CTCF,B,PHACTR3,0.5
CTCF,B,PIGC,0.5
CTCF,B,PIK3C2B,0.5
CTCF,B,MEGF11,0.5
CTCF,B,MED15,0.5
CTCF,B,MED13L,0.5
CTCF,B,MECOM,0.5
CTCF,B,HDAC4,0.5
CTCF,B,HDAC7,0.5
CTCF,B,HDAC9,0.5
CTCF,B,HECW2,0.5
CTCF,B,HIVEP3,0.5
CTCF,B,HLCS,0.5
CTCF,B,HM13,0.5
CTCF,B,HMCN2,0.5
CTCF,B,GSN,0.5
CTCF,B,HOOK2,0.5
CTCF,B,IGSF21,0.5
CTCF,B,IL16,0.5
CTCF,B,INPP4A,0.5
CTCF,B,INPP5A,0.5
CTCF,B,IQCA1,0.5
CTCF,B,IQCJ,0.5
CTCF,B,IQGAP2,0.5
CTCF,B,IQSEC1,0.5
CTCF,B,IGF1R,0.5
CTCF,B,GSE1,0.5
CTCF,B,GRM4,0.5
CTCF,B,GRK5,0.5
CTCF,B,FRMD4A,0.5
CTCF,B,FRMD4B,0.5
CTCF,B,FTO,0.5
CTCF,B,FYN,0.5
CTCF,B,GABBR2,0.5
CTCF,B,GADD45G,0.5
CTCF,B,GALNT10,0.5
CTCF,B,GALNT14,0.5
CTCF,B,GALNT16,0.5
CTCF,B,GLI3,0.5
CTCF,B,GLIS3,0.5
CTCF,B,GMDS,0.5
CTCF,B,GMPR,0.5
CTCF,B,GRAMD1B,0.5
CTCF,B,GRB10,0.5
CTCF,B,GRID1,0.5
CTCF,B,GRIK3,0.5
CTCF,B,GRIK4,0.5
CTCF,B,GRIP1,0.5
CTCF,B,IQSEC2,0.5
CTCF,B,PRKCE,0.5
CTCF,B,ITPR1,0.5
CTCF,B,JADE2,0.5
CTCF,B,LMNA,0.5
CTCF,B,LMO1,0.5
CTCF,B,LRP5,0.5
CTCF,B,LRRFIP1,0.5
CTCF,B,LRRK1,0.5
CTCF,B,LTBP2,0.5
CTCF,B,LTBP4,0.5
CTCF,B,MACF1,0.5
CTCF,B,LMBR1,0.5
CTCF,B,MAD1L1,0.5
CTCF,B,MAGI2,0.5
CTCF,B,MAN1C1,0.5
CTCF,B,MAP4K4,0.5
CTCF,B,MAST4,0.5
CTCF,B,MCF2L,0.5
CTCF,B,MCTP1,0.5
CTCF,B,MDGA1,0.5
CTCF,B,MEAF6,0.5
CTCF,B,MAGI1,0.5
CTCF,B,LINGO1,0.5
CTCF,B,LHPP,0.5
CTCF,B,LHFPL2,0.5
CTCF,B,JARID2,0.5
CTCF,B,JAZF1,0.5
CTCF,B,JPH3,0.5
CTCF,B,KALRN,0.5
CTCF,B,KANSL1,0.5
CTCF,B,KAZN,0.5
CTCF,B,KCNAB2,0.5
CTCF,B,KCNC1,0.5
CTCF,B,KCNMA1,0.5
CTCF,B,KCNN3,0.5
CTCF,B,KCNQ3,0.5
CTCF,B,KDM2B,0.5
CTCF,B,KDM4B,0.5
CTCF,B,KIAA1217,0.5
CTCF,B,KIRREL1,0.5
CTCF,B,KLHL29,0.5
CTCF,B,LARGE1,0.5
CTCF,B,LDB2,0.5
CTCF,B,LGR6,0.5
CTCF,B,ITPR2,0.5
CTCF,B,FOXK1,0.5
CTCF,B,PRKCH,0.5
CTCF,B,PRRC2B,0.5
CTCF,B,TLL2,0.5
CTCF,B,TLN2,0.5
CTCF,B,TMEM131L,0.5
CTCF,B,TMEM132B,0.5
CTCF,B,TMEM163,0.5
CTCF,B,TMEM260,0.5
CTCF,B,TNR,0.5
CTCF,B,TNS1,0.5
CTCF,B,TLE3,0.5
CTCF,B,TNS3,0.5
CTCF,B,TOX2,0.5
CTCF,B,TPD52,0.5
CTCF,B,TPRG1,0.5
CTCF,B,TRAPPC9,0.5
CTCF,B,TRIM2,0.5
CTCF,B,TRIO,0.5
CTCF,B,TRPC6,0.5
CTCF,B,TSPAN14,0.5
CTCF,B,TOM1L2,0.5
CTCF,B,TSPAN18,0.5
CTCF,B,TIPRL,0.5
CTCF,B,TIAM1,0.5
CTCF,B,SULF2,0.5
CTCF,B,SV2B,0.5
CTCF,B,SVIL,0.5
CTCF,B,SYN3,0.5
CTCF,B,SYNE1,0.5
CTCF,B,SYNE2,0.5
CTCF,B,TACC1,0.5
CTCF,B,TACC2,0.5
CTCF,B,TIAM2,0.5
CTCF,B,TACC3,0.5
CTCF,B,TBC1D1,0.5
CTCF,B,TCF4,0.5
CTCF,B,TCF7L1,0.5
CTCF,B,TDRD7,0.5
CTCF,B,TENM4,0.5
CTCF,B,TFEB,0.5
CTCF,B,THADA,0.5
CTCF,B,THSD4,0.5
CTCF,B,TAFA5,0.5
CTCF,B,TTC7A,0.5
CTCF,B,TTLL5,0.5
CTCF,B,UBASH3B,0.5
CUX1,B,EEF2,0.5
EPAS1,B,CUX1,0.5
FOXA1,B,CUX1,0.5
CUX1,B,FTO,0.5
RUNX1,B,CUX1,0.5
E2F1,B,ACAP3,0.5
E2F1,B,AFF1,0.5
E2F1,B,ANAPC5,0.5
CTCF,B,ZNF423,0.5
E2F1,B,ANO10,0.5
E2F1,B,ANXA2R,0.5
E2F1,B,AP2A1,0.5
E2F1,B,APOLD1,0.5
E2F1,B,ARID1A,0.5
E2F1,B,ARID1B,0.5
E2F1,B,ARPC5L,0.5
E2F1,B,ARRDC3,0.5
E2F1,B,ATG16L2,0.5
E2F1,B,ANXA2,0.5
CTCF,B,ZNF407,0.5
CTCF,B,ZNF398,0.5
CTCF,B,ZNF365,0.5
CTCF,B,USP7,0.5
CTCF,B,VAV2,0.5
CTCF,B,VGLL4,0.5
CTCF,B,VPS13D,0.5
CTCF,B,WFS1,0.5
CTCF,B,WIPF1,0.5
CTCF,B,WIPF2,0.5
CTCF,B,WNK2,0.5
CTCF,B,WNT5B,0.5
CTCF,B,WWC1,0.5
CTCF,B,XXYLT1,0.5
CTCF,B,XYLT1,0.5
CTCF,B,ZBTB16,0.5
CTCF,B,ZBTB20,0.5
CTCF,B,ZBTB7C,0.5
CTCF,B,ZFAT,0.5
CTCF,B,ZMIZ1,0.5
CTCF,B,ZNF185,0.5
CTCF,B,ZNF329,0.5
CTCF,B,SULF1,0.5
CTCF,B,STK39,0.5
CTCF,B,STK11,0.5
CTCF,B,STK10,0.5
CTCF,B,RBPJ,0.5
CTCF,B,RDX,0.5
CTCF,B,RERE,0.5
CTCF,B,RGS9,0.5
CTCF,B,RHCG,0.5
CTCF,B,RIN3,0.5
CTCF,B,RIPOR1,0.5
CTCF,B,RNF220,0.5
CTCF,B,RBMS1,0.5
CTCF,B,ROBO1,0.5
CTCF,B,RP1,0.5
CTCF,B,RPL3,0.5
CTCF,B,RPS6KA2,0.5
CTCF,B,RPTOR,0.5
CTCF,B,RRBP1,0.5
CTCF,B,RUNX1,0.5
CTCF,B,RYR3,0.5
CTCF,B,SAMD4A,0.5
CTCF,B,ROR2,0.5
CTCF,B,RBM19,0.5
CTCF,B,RBFOX3,0.5
CTCF,B,RASGRF1,0.5
CTCF,B,PSD3,0.5
CTCF,B,PSMB7,0.5
CTCF,B,PTK2B,0.5
CTCF,B,PTMA,0.5
CTCF,B,PTPN3,0.5
CTCF,B,PTPN5,0.5
CTCF,B,PTPRE,0.5
CTCF,B,PTPRM,0.5
CTCF,B,PTPRS,0.5
CTCF,B,PXN,0.5
CTCF,B,RAB11FIP4,0.5
CTCF,B,RABGAP1L,0.5
CTCF,B,RAD51B,0.5
CTCF,B,RAI1,0.5
CTCF,B,RALGPS1,0.5
CTCF,B,RAP1GAP2,0.5
CTCF,B,RAPGEF1,0.5
CTCF,B,RAPGEF4,0.5
CTCF,B,RASGEF1A,0.5
CTCF,B,SARDH,0.5
CTCF,B,PRKCZ,0.5
CTCF,B,SCN5A,0.5
CTCF,B,SDK2,0.5
CTCF,B,SMYD2,0.5
CTCF,B,SMYD3,0.5
CTCF,B,SNX18,0.5
CTCF,B,SORBS1,0.5
CTCF,B,SORCS1,0.5
CTCF,B,SORCS2,0.5
CTCF,B,SORL1,0.5
CTCF,B,SPEG,0.5
CTCF,B,SMG6,0.5
CTCF,B,SPIN1,0.5
CTCF,B,SPTB,0.5
CTCF,B,SPTBN4,0.5
CTCF,B,SRC,0.5
CTCF,B,SRGAP3,0.5
CTCF,B,SRPK2,0.5
CTCF,B,ST18,0.5
CTCF,B,ST3GAL1,0.5
CTCF,B,STAG1,0.5
CTCF,B,SPOCK1,0.5
CTCF,B,SMARCC2,0.5
CTCF,B,SMARCA2,0.5
CTCF,B,SLIT1,0.5
CTCF,B,SEC14L1,0.5
CTCF,B,SEMA4B,0.5
CTCF,B,SEMA5B,0.5
CTCF,B,SEMA6B,0.5
CTCF,B,SEPTIN9,0.5
CTCF,B,SERGEF,0.5
CTCF,B,SEZ6L,0.5
CTCF,B,SH3KBP1,0.5
CTCF,B,SH3PXD2A,0.5
CTCF,B,SH3PXD2B,0.5
CTCF,B,SHANK2,0.5
CTCF,B,SIPA1L3,0.5
CTCF,B,SLC22A23,0.5
CTCF,B,SLC29A3,0.5
CTCF,B,SLC44A3,0.5
CTCF,B,SLC4A8,0.5
CTCF,B,SLC6A6,0.5
CTCF,B,SLC9A1,0.5
CTCF,B,SLCO3A1,0.5
CTCF,B,SDK1,0.5
NFKB1,B,KDM2A,0.5
FOS,B,CLIP2,0.5
FOS,B,CNIH3,0.5
HNF4A,B,CHD9,0.5
HNF4A,B,CHN2,0.5
HNF4A,B,CITED2,0.5
HNF4A,B,CLASP1,0.5
HNF4A,B,CLEC16A,0.5
HNF4A,B,CLMN,0.5
HNF4A,B,CLRN3,0.5
HNF4A,B,CNKSR3,0.5
HNF4A,B,CHD2,0.5
HNF4A,B,COBL,0.5
HNF4A,B,CORO1C,0.5
HNF4A,B,CORO2A,0.5
HNF4A,B,CPLX2,0.5
HNF4A,B,CRACD,0.5
HNF4A,B,CTNNA1,0.5
HNF4A,B,CTNND1,0.5
HNF4A,B,CTSB,0.5
HNF4A,B,CTSE,0.5
HNF4A,B,COL27A1,0.5
HNF4A,B,CUEDC1,0.5
HNF4A,B,CDX2,0.5
HNF4A,B,CDH23,0.5
HNF4A,B,BCL3,0.5
HNF4A,B,BCL9L,0.5
HNF4A,B,BCOR,0.5
HNF4A,B,BCR,0.5
HNF4A,B,BICC1,0.5
HNF4A,B,BRD4,0.5
HNF4A,B,BTNL8,0.5
HNF4A,B,C1orf210,0.5
HNF4A,B,CDK5RAP2,0.5
HNF4A,B,C8B,0.5
HNF4A,B,CAMK2D,0.5
HNF4A,B,CAMK2N1,0.5
HNF4A,B,CAPZA2,0.5
HNF4A,B,CAST,0.5
HNF4A,B,CCDC57,0.5
HNF4A,B,CCDC85C,0.5
HNF4A,B,CCNY,0.5
HNF4A,B,CDC42EP4,0.5
HNF4A,B,CALD1,0.5
HNF4A,B,CUX1,0.5
HNF4A,B,CYP4F3,0.5
HNF4A,B,DAAM1,0.5
HNF4A,B,EHF,0.5
HNF4A,B,ELL,0.5
HNF4A,B,ELMO1,0.5
HNF4A,B,EML6,0.5
HNF4A,B,ENC1,0.5
HNF4A,B,ENTPD8,0.5
HNF4A,B,EPAS1,0.5
HNF4A,B,EPB41L2,0.5
HNF4A,B,EHD1,0.5
HNF4A,B,EPHA10,0.5
HNF4A,B,ERGIC1,0.5
HNF4A,B,ERI3,0.5
HNF4A,B,ERN1,0.5
HNF4A,B,ETV4,0.5
HNF4A,B,ETV6,0.5
HNF4A,B,EXT1,0.5
HNF4A,B,F5,0.5
HNF4A,B,FAH,0.5
HNF4A,B,EPS8,0.5
HNF4A,B,EGLN3,0.5
HNF4A,B,EGFR,0.5
HNF4A,B,EFHC1,0.5
HNF4A,B,DAB1,0.5
HNF4A,B,DAB2IP,0.5
HNF4A,B,DCBLD1,0.5
HNF4A,B,DENND1A,0.5
HNF4A,B,DENND2B,0.5
HNF4A,B,DGKG,0.5
HNF4A,B,DHRS3,0.5
HNF4A,B,DIP2C,0.5
HNF4A,B,DLC1,0.5
HNF4A,B,DLEU1,0.5
HNF4A,B,DLGAP4,0.5
HNF4A,B,DMD,0.5
HNF4A,B,DNAJB12,0.5
HNF4A,B,DOCK4,0.5
HNF4A,B,DOCK5,0.5
HNF4A,B,DPYSL2,0.5
HNF4A,B,DST,0.5
HNF4A,B,ECE1,0.5
HNF4A,B,EEPD1,0.5
HNF4A,B,BCAS3,0.5
HNF4A,B,FAM102A,0.5
HNF4A,B,BCAR3,0.5
HNF4A,B,AUTS2,0.5
HIF1A,B,SIPA1L1,0.5
HIF1A,B,SLC41A2,0.5
HIF1A,B,TNS1,0.5
HIF1A,B,TNS3,0.5
HIF1A,B,UNC5D,0.5
HIF1A,B,USP6NL,0.5
HIF1A,B,VGLL4,0.5
HIF1A,B,XXYLT1,0.5
HIF1A,B,SHANK2,0.5
HIF1A,B,ZFAT,0.5
HMBOX1,B,NCOA4,0.5
HMBOX1,B,PDE8A,0.5
HNF1B,B,WDR72,0.5
HNF4A,B,ABCA4,0.5
HNF4A,B,ABCB1,0.5
HNF4A,B,ABCC11,0.5
HNF4A,B,ABCC3,0.5
HNF4A,B,ABLIM1,0.5
HIF1A,B,ZMYND8,0.5
HNF4A,B,ABLIM3,0.5
HIF1A,B,SEPTIN9,0.5
HIF1A,B,RGS6,0.5
HIF1A,B,DDX18,0.5
HIF1A,B,DENND1A,0.5
HIF1A,B,DLGAP4,0.5
HIF1A,B,DSCAM,0.5
HIF1A,B,EGFR,0.5
HIF1A,B,FAM210A,0.5
HIF1A,B,FCHSD2,0.5
HIF1A,B,GRB10,0.5
HIF1A,B,RUNX1,0.5
HIF1A,B,INHBA,0.5
HIF1A,B,MSI2,0.5
HIF1A,B,NAV1,0.5
HIF1A,B,NEK7,0.5
HIF1A,B,PDE4D,0.5
HIF1A,B,PRKCH,0.5
HIF1A,B,RAD23B,0.5
HIF1A,B,RAD51B,0.5
HIF1A,B,RERE,0.5
HIF1A,B,MRTFB,0.5
HNF4A,B,ACACB,0.5
HNF4A,B,ACOT7,0.5
HNF4A,B,ACOX2,0.5
HNF4A,B,AMBRA1,0.5
HNF4A,B,AMPD3,0.5
HNF4A,B,ANXA2,0.5
HNF4A,B,ANXA4,0.5
HNF4A,B,ARHGAP12,0.5
HNF4A,B,ARHGAP18,0.5
HNF4A,B,ARHGAP26,0.5
HNF4A,B,ARHGEF10L,0.5
HNF4A,B,ALDH3A2,0.5
HNF4A,B,ARHGEF3,0.5
HNF4A,B,ARID5B,0.5
HNF4A,B,ARSG,0.5
HNF4A,B,ASAP2,0.5
HNF4A,B,ASS1,0.5
HNF4A,B,ATP2B2,0.5
HNF4A,B,ATP7B,0.5
HNF4A,B,ATP8B1,0.5
HNF4A,B,ATXN7L1,0.5
HNF4A,B,ARID1A,0.5
HNF4A,B,ALDH2,0.5
HNF4A,B,ALDH1A1,0.5
HNF4A,B,AKAP13,0.5
HNF4A,B,ACTN1,0.5
HNF4A,B,ACTN4,0.5
HNF4A,B,ACY3,0.5
HNF4A,B,ADCY9,0.5
HNF4A,B,ADGRA3,0.5
HNF4A,B,ADGRF1,0.5
HNF4A,B,ADGRG6,0.5
HNF4A,B,ADGRV1,0.5
HNF4A,B,AFDN,0.5
HNF4A,B,AFF1,0.5
HNF4A,B,AGAP1,0.5
HNF4A,B,AGPAT3,0.5
HNF4A,B,AGT,0.5
HNF4A,B,AGXT,0.5
HNF4A,B,AHCY,0.5
HNF4A,B,AHNAK,0.5
HNF4A,B,AIG1,0.5
HNF4A,B,AK2,0.5
HNF4A,B,AKAP1,0.5
HNF4A,B,AXIN2,0.5
HNF4A,B,FAM107B,0.5
HNF4A,B,FAM13A,0.5
HNF4A,B,FAM222A,0.5
HNF4A,B,NDUFAF6,0.5
HNF4A,B,NEDD4L,0.5
HNF4A,B,NEDD9,0.5
HNF4A,B,NEK6,0.5
HNF4A,B,NFASC,0.5
HNF4A,B,NFIA,0.5
HNF4A,B,NFIB,0.5
HNF4A,B,NFKBIZ,0.5
HNF4A,B,NDST1,0.5
HNF4A,B,NHSL1,0.5
HNF4A,B,NPAS2,0.5
HNF4A,B,NR2F2,0.5
HNF4A,B,NR2F6,0.5
HNF4A,B,NRP1,0.5
HNF4A,B,NUP210,0.5
HNF4A,B,OSBPL10,0.5
HNF4A,B,OSBPL3,0.5
HNF4A,B,PACSIN2,0.5
HNF4A,B,NOL4L,0.5
HNF4A,B,PCBP1,0.5
HNF4A,B,NCOR2,0.5
HNF4A,B,NAV2,0.5
HNF4A,B,MICAL3,0.5
HNF4A,B,MIDEAS,0.5
HNF4A,B,MIDN,0.5
HNF4A,B,MOGAT2,0.5
HNF4A,B,MSI2,0.5
HNF4A,B,MTARC2,0.5
HNF4A,B,MTMR12,0.5
HNF4A,B,MTSS1,0.5
HNF4A,B,NCOA4,0.5
HNF4A,B,MTUS1,0.5
HNF4A,B,MVK,0.5
HNF4A,B,MYBPC1,0.5
HNF4A,B,MYH9,0.5
HNF4A,B,MYLK,0.5
HNF4A,B,MYO18A,0.5
HNF4A,B,MYO1B,0.5
HNF4A,B,MYOM1,0.5
HNF4A,B,N4BP1,0.5
HNF4A,B,MUC13,0.5
HNF4A,B,PCSK6,0.5
HNF4A,B,PDE4D,0.5
HNF4A,B,PDE8A,0.5
HNF4A,B,PPFIBP2,0.5
HNF4A,B,PPP3CA,0.5
HNF4A,B,PPTC7,0.5
HNF4A,B,PRKAG2,0.5
HNF4A,B,PRKCE,0.5
HNF4A,B,PRKCH,0.5
HNF4A,B,PRLR,0.5
HNF4A,B,PRR5,0.5
HNF4A,B,POR,0.5
HNF4A,B,PSD3,0.5
HNF4A,B,PTK2,0.5
HNF4A,B,PTK2B,0.5
HNF4A,B,PTP4A1,0.5
HNF4A,B,PTPRF,0.5
HNF4A,B,PTPRM,0.5
HNF4A,B,PXN,0.5
HNF4A,B,RABGAP1L,0.5
HNF4A,B,RAD51B,0.5
HNF4A,B,PSD4,0.5
HNF4A,B,PLXNA2,0.5
HNF4A,B,PLPP3,0.5
HNF4A,B,PLEKHM3,0.5
HNF4A,B,PDLIM5,0.5
HNF4A,B,PEMT,0.5
HNF4A,B,PEPD,0.5
HNF4A,B,PER2,0.5
HNF4A,B,PHACTR2,0.5
HNF4A,B,PHF3,0.5
HNF4A,B,PHLDB2,0.5
HNF4A,B,PHLPP1,0.5
HNF4A,B,PIK3AP1,0.5
HNF4A,B,PIK3R1,0.5
HNF4A,B,PIM1,0.5
