genesymbol,collection,geneset
GPX4,hallmark,HALLMARK_IL2_STAT5_SIGNALING
GPX4,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
POLL,hallmark,HALLMARK_DNA_REPAIR
ADRM1,hallmark,HALLMARK_ANDROGEN_RESPONSE
ADRM1,hallmark,HALLMARK_DNA_REPAIR
ADRM1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
ERCC4,hallmark,HALLMARK_DNA_REPAIR
ADA,hallmark,HALLMARK_DNA_REPAIR
ADA,hallmark,HALLMARK_P53_PATHWAY
GTF2A2,hallmark,HALLMARK_DNA_REPAIR
DUT,hallmark,HALLMARK_DNA_REPAIR
AK3,hallmark,HALLMARK_DNA_REPAIR
AK3,hallmark,HALLMARK_GLYCOLYSIS
CDA,hallmark,HALLMARK_DNA_REPAIR
CDA,hallmark,HALLMARK_COMPLEMENT
ELL,hallmark,HALLMARK_DNA_REPAIR
DCTN4,hallmark,HALLMARK_DNA_REPAIR
DGCR8,hallmark,HALLMARK_DNA_REPAIR
TSG101,hallmark,HALLMARK_DNA_REPAIR
TSG101,hallmark,HALLMARK_PROTEIN_SECRETION
BCAP31,hallmark,HALLMARK_APOPTOSIS
BCAP31,hallmark,HALLMARK_DNA_REPAIR
SMAD5,hallmark,HALLMARK_DNA_REPAIR
EDF1,hallmark,HALLMARK_DNA_REPAIR
CMPK2,hallmark,HALLMARK_DNA_REPAIR
CMPK2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
CMPK2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
EIF1B,hallmark,HALLMARK_DNA_REPAIR
RRM2B,hallmark,HALLMARK_DNA_REPAIR
NELFE,hallmark,HALLMARK_DNA_REPAIR
ALYREF,hallmark,HALLMARK_DNA_REPAIR
BCAM,hallmark,HALLMARK_DNA_REPAIR
VPS37D,hallmark,HALLMARK_DNA_REPAIR
POM121,hallmark,HALLMARK_P53_PATHWAY
POM121,hallmark,HALLMARK_DNA_REPAIR
GTF2B,hallmark,HALLMARK_DNA_REPAIR
ERCC2,hallmark,HALLMARK_DNA_REPAIR
ERCC2,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
GUK1,hallmark,HALLMARK_DNA_REPAIR
STX3,hallmark,HALLMARK_DNA_REPAIR
AAAS,hallmark,HALLMARK_DNA_REPAIR
UMPS,hallmark,HALLMARK_DNA_REPAIR
UMPS,hallmark,HALLMARK_IL2_STAT5_SIGNALING
MPG,hallmark,HALLMARK_DNA_REPAIR
GTF2H3,hallmark,HALLMARK_DNA_REPAIR
NCBP2,hallmark,HALLMARK_DNA_REPAIR
BRF2,hallmark,HALLMARK_DNA_REPAIR
TARBP2,hallmark,HALLMARK_DNA_REPAIR
XPC,hallmark,HALLMARK_P53_PATHWAY
XPC,hallmark,HALLMARK_DNA_REPAIR
CETN2,hallmark,HALLMARK_DNA_REPAIR
RFC4,hallmark,HALLMARK_DNA_REPAIR
MPC2,hallmark,HALLMARK_DNA_REPAIR
RPA2,hallmark,HALLMARK_DNA_REPAIR
ERCC3,hallmark,HALLMARK_DNA_REPAIR
RAE1,hallmark,HALLMARK_DNA_REPAIR
POLB,hallmark,HALLMARK_DNA_REPAIR
TK2,hallmark,HALLMARK_DNA_REPAIR
ERCC8,hallmark,HALLMARK_DNA_REPAIR
TAF12,hallmark,HALLMARK_DNA_REPAIR
SEC61A1,hallmark,HALLMARK_P53_PATHWAY
SEC61A1,hallmark,HALLMARK_DNA_REPAIR
APRT,hallmark,HALLMARK_DNA_REPAIR
NUDT9,hallmark,HALLMARK_DNA_REPAIR
DDB1,hallmark,HALLMARK_DNA_REPAIR
HPRT1,hallmark,HALLMARK_DNA_REPAIR
ADCY6,hallmark,HALLMARK_DNA_REPAIR
SSRP1,hallmark,HALLMARK_DNA_REPAIR
GMPR2,hallmark,HALLMARK_DNA_REPAIR
POLR2I,hallmark,HALLMARK_DNA_REPAIR
SUPT4H1,hallmark,HALLMARK_DNA_REPAIR
POLA1,hallmark,HALLMARK_DNA_REPAIR
ZNF707,hallmark,HALLMARK_DNA_REPAIR
RAD51,hallmark,HALLMARK_DNA_REPAIR
IMPDH2,hallmark,HALLMARK_DNA_REPAIR
POLR3C,hallmark,HALLMARK_DNA_REPAIR
UPF3B,hallmark,HALLMARK_DNA_REPAIR
ERCC5,hallmark,HALLMARK_P53_PATHWAY
ERCC5,hallmark,HALLMARK_DNA_REPAIR
TYMS,hallmark,HALLMARK_DNA_REPAIR
FEN1,hallmark,HALLMARK_DNA_REPAIR
POLR2H,hallmark,HALLMARK_DNA_REPAIR
USP11,hallmark,HALLMARK_DNA_REPAIR
USP11,hallmark,HALLMARK_COAGULATION
POLR2K,hallmark,HALLMARK_DNA_REPAIR
RPA3,hallmark,HALLMARK_DNA_REPAIR
VPS28,hallmark,HALLMARK_DNA_REPAIR
POLA2,hallmark,HALLMARK_DNA_REPAIR
RALA,hallmark,HALLMARK_DNA_REPAIR
RFC5,hallmark,HALLMARK_DNA_REPAIR
NME4,hallmark,HALLMARK_DNA_REPAIR
TAF10,hallmark,HALLMARK_DNA_REPAIR
GTF2H1,hallmark,HALLMARK_DNA_REPAIR
POLR1D,hallmark,HALLMARK_DNA_REPAIR
NPR2,hallmark,HALLMARK_DNA_REPAIR
POLH,hallmark,HALLMARK_P53_PATHWAY
POLH,hallmark,HALLMARK_DNA_REPAIR
ITPA,hallmark,HALLMARK_DNA_REPAIR
RBX1,hallmark,HALLMARK_DNA_REPAIR
RFC3,hallmark,HALLMARK_DNA_REPAIR
PNP,hallmark,HALLMARK_DNA_REPAIR
PNP,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PNP,hallmark,HALLMARK_IL2_STAT5_SIGNALING
AK1,hallmark,HALLMARK_P53_PATHWAY
AK1,hallmark,HALLMARK_DNA_REPAIR
CCNO,hallmark,HALLMARK_DNA_REPAIR
POLR1H,hallmark,HALLMARK_DNA_REPAIR
POLR2E,hallmark,HALLMARK_DNA_REPAIR
AGO4,hallmark,HALLMARK_DNA_REPAIR
LIG1,hallmark,HALLMARK_DNA_REPAIR
ARL6IP1,hallmark,HALLMARK_DNA_REPAIR
POLR2G,hallmark,HALLMARK_DNA_REPAIR
NASP,hallmark,HALLMARK_GLYCOLYSIS
CDC25B,hallmark,HALLMARK_APOPTOSIS
SLC7A1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
HMMR,hallmark,HALLMARK_GLYCOLYSIS
STMN1,hallmark,HALLMARK_GLYCOLYSIS
MAP3K20,hallmark,HALLMARK_APICAL_JUNCTION
KMT5A,hallmark,HALLMARK_FATTY_ACID_METABOLISM
H2AZ1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
PML,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
UCK2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
MAPK14,hallmark,HALLMARK_APICAL_JUNCTION
ODC1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ODC1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CDC6,hallmark,HALLMARK_IL2_STAT5_SIGNALING
HIF1A,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HIF1A,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
HIF1A,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CENPA,hallmark,HALLMARK_GLYCOLYSIS
GNA15,hallmark,HALLMARK_APOPTOSIS
GNA15,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
PDGFRB,hallmark,HALLMARK_APOPTOSIS
PDGFRB,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
DNM1L,hallmark,HALLMARK_APOPTOSIS
DNM1L,hallmark,HALLMARK_PROTEIN_SECRETION
PAK1,hallmark,HALLMARK_APOPTOSIS
TIMP2,hallmark,HALLMARK_APOPTOSIS
TIMP2,hallmark,HALLMARK_COMPLEMENT
PPT1,hallmark,HALLMARK_APOPTOSIS
PPT1,hallmark,HALLMARK_PROTEIN_SECRETION
ETF1,hallmark,HALLMARK_APOPTOSIS
GSTM1,hallmark,HALLMARK_APOPTOSIS
CREBBP,hallmark,HALLMARK_APOPTOSIS
PPP3R1,hallmark,HALLMARK_APOPTOSIS
DFFA,hallmark,HALLMARK_APOPTOSIS
ADD1,hallmark,HALLMARK_APOPTOSIS
IFNB1,hallmark,HALLMARK_APOPTOSIS
ERBB3,hallmark,HALLMARK_APOPTOSIS
DAP3,hallmark,HALLMARK_APOPTOSIS
CASP4,hallmark,HALLMARK_APOPTOSIS
CASP4,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CASP4,hallmark,HALLMARK_COMPLEMENT
RNASEL,hallmark,HALLMARK_APOPTOSIS
TXNIP,hallmark,HALLMARK_APOPTOSIS
TXNIP,hallmark,HALLMARK_P53_PATHWAY
TXNIP,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
TXNIP,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
MADD,hallmark,HALLMARK_APOPTOSIS
GSR,hallmark,HALLMARK_APOPTOSIS
GSR,hallmark,HALLMARK_ANDROGEN_RESPONSE
GSR,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
BCL10,hallmark,HALLMARK_APOPTOSIS
BCL10,hallmark,HALLMARK_ALLOGRAFT_REJECTION
DAP,hallmark,HALLMARK_APOPTOSIS
PTK2,hallmark,HALLMARK_ANGIOGENESIS
PTK2,hallmark,HALLMARK_APOPTOSIS
PTK2,hallmark,HALLMARK_APICAL_JUNCTION
IGF2R,hallmark,HALLMARK_APOPTOSIS
IGF2R,hallmark,HALLMARK_PROTEIN_SECRETION
IGF2R,hallmark,HALLMARK_IL2_STAT5_SIGNALING
WEE1,hallmark,HALLMARK_APOPTOSIS
PPP2R5B,hallmark,HALLMARK_APOPTOSIS
RARA,hallmark,HALLMARK_APOPTOSIS
SATB1,hallmark,HALLMARK_APOPTOSIS
HMGB2,hallmark,HALLMARK_APOPTOSIS
TSPO,hallmark,HALLMARK_APOPTOSIS
VDAC2,hallmark,HALLMARK_APOPTOSIS
VDAC2,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
LMNA,hallmark,HALLMARK_APOPTOSIS
AIFM3,hallmark,HALLMARK_APOPTOSIS
CCNA1,hallmark,HALLMARK_APOPTOSIS
H1-0,hallmark,HALLMARK_APOPTOSIS
H1-0,hallmark,HALLMARK_ANDROGEN_RESPONSE
IFITM3,hallmark,HALLMARK_APOPTOSIS
IFITM3,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFITM3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IFITM3,hallmark,HALLMARK_IL2_STAT5_SIGNALING
BRCA1,hallmark,HALLMARK_APOPTOSIS
BRCA1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CDK2,hallmark,HALLMARK_APOPTOSIS
BMF,hallmark,HALLMARK_APOPTOSIS
BCL2L10,hallmark,HALLMARK_APOPTOSIS
PSEN1,hallmark,HALLMARK_APOPTOSIS
PSEN1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
PSEN1,hallmark,HALLMARK_COMPLEMENT
SOD1,hallmark,HALLMARK_APOPTOSIS
SOD1,hallmark,HALLMARK_BILE_ACID_METABOLISM
SOD1,hallmark,HALLMARK_PROTEIN_SECRETION
SOD1,hallmark,HALLMARK_GLYCOLYSIS
SOD1,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
EREG,hallmark,HALLMARK_APOPTOSIS
EREG,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
EREG,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CTH,hallmark,HALLMARK_APOPTOSIS
CTH,hallmark,HALLMARK_GLYCOLYSIS
FDXR,hallmark,HALLMARK_P53_PATHWAY
FDXR,hallmark,HALLMARK_APOPTOSIS
FDXR,hallmark,HALLMARK_BILE_ACID_METABOLISM
HGF,hallmark,HALLMARK_APOPTOSIS
BCL2L1,hallmark,HALLMARK_APOPTOSIS
BCL2L1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
PEA15,hallmark,HALLMARK_APOPTOSIS
DNAJA1,hallmark,HALLMARK_APOPTOSIS
ERBB2,hallmark,HALLMARK_APOPTOSIS
FEZ1,hallmark,HALLMARK_APOPTOSIS
DNAJC3,hallmark,HALLMARK_APOPTOSIS
TGFBR3,hallmark,HALLMARK_APOPTOSIS
TGFBR3,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
BCL2L2,hallmark,HALLMARK_APOPTOSIS
NEFH,hallmark,HALLMARK_APOPTOSIS
CASP3,hallmark,HALLMARK_APOPTOSIS
CASP3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CASP3,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CASP3,hallmark,HALLMARK_COMPLEMENT
PLAT,hallmark,HALLMARK_APOPTOSIS
PLAT,hallmark,HALLMARK_COAGULATION
PLAT,hallmark,HALLMARK_COMPLEMENT
EMP1,hallmark,HALLMARK_APOPTOSIS
EMP1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
MMP2,hallmark,HALLMARK_APOPTOSIS
MMP2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
MMP2,hallmark,HALLMARK_APICAL_JUNCTION
MMP2,hallmark,HALLMARK_COAGULATION
TNFSF10,hallmark,HALLMARK_APOPTOSIS
TNFSF10,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
TNFSF10,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TNFSF10,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CD2,hallmark,HALLMARK_APOPTOSIS
CD2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
FASLG,hallmark,HALLMARK_APOPTOSIS
FASLG,hallmark,HALLMARK_ALLOGRAFT_REJECTION
BID,hallmark,HALLMARK_APOPTOSIS
BIK,hallmark,HALLMARK_APOPTOSIS
BIK,hallmark,HALLMARK_GLYCOLYSIS
PLCB2,hallmark,HALLMARK_APOPTOSIS
ANXA1,hallmark,HALLMARK_APOPTOSIS
ANXA1,hallmark,HALLMARK_COAGULATION
KRT18,hallmark,HALLMARK_APOPTOSIS
KRT18,hallmark,HALLMARK_PROTEIN_SECRETION
PMAIP1,hallmark,HALLMARK_APOPTOSIS
PRF1,hallmark,HALLMARK_APOPTOSIS
PRF1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
GPX3,hallmark,HALLMARK_APOPTOSIS
GPX3,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
MGMT,hallmark,HALLMARK_APOPTOSIS
GUCY2D,hallmark,HALLMARK_APOPTOSIS
RETSAT,hallmark,HALLMARK_P53_PATHWAY
RETSAT,hallmark,HALLMARK_APOPTOSIS
RETSAT,hallmark,HALLMARK_FATTY_ACID_METABOLISM
RETSAT,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
RETSAT,hallmark,HALLMARK_BILE_ACID_METABOLISM
DIABLO,hallmark,HALLMARK_APOPTOSIS
CASP9,hallmark,HALLMARK_APOPTOSIS
CASP9,hallmark,HALLMARK_COAGULATION
CASP9,hallmark,HALLMARK_COMPLEMENT
TSPO,hallmark,HALLMARK_APOPTOSIS
IGFBP6,hallmark,HALLMARK_APOPTOSIS
BAX,hallmark,HALLMARK_P53_PATHWAY
BAX,hallmark,HALLMARK_APOPTOSIS
BAX,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
CASP7,hallmark,HALLMARK_APOPTOSIS
CASP7,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CASP7,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
CASP7,hallmark,HALLMARK_COMPLEMENT
CASP8,hallmark,HALLMARK_APOPTOSIS
CASP8,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
CASP8,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
F2,hallmark,HALLMARK_APOPTOSIS
F2,hallmark,HALLMARK_COAGULATION
F2,hallmark,HALLMARK_COMPLEMENT
F2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
LUM,hallmark,HALLMARK_ANGIOGENESIS
LUM,hallmark,HALLMARK_APOPTOSIS
LUM,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
HSPB1,hallmark,HALLMARK_APOPTOSIS
F2R,hallmark,HALLMARK_APOPTOSIS
F2R,hallmark,HALLMARK_P53_PATHWAY
F2R,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CASP2,hallmark,HALLMARK_APOPTOSIS
CYLD,hallmark,HALLMARK_APOPTOSIS
TIMP1,hallmark,HALLMARK_ANGIOGENESIS
TIMP1,hallmark,HALLMARK_APOPTOSIS
TIMP1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TIMP1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TIMP1,hallmark,HALLMARK_COAGULATION
TIMP1,hallmark,HALLMARK_COMPLEMENT
TIMP1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
ANKH,hallmark,HALLMARK_APOPTOSIS
ANKH,hallmark,HALLMARK_ANDROGEN_RESPONSE
DPYD,hallmark,HALLMARK_APOPTOSIS
TIMP3,hallmark,HALLMARK_APOPTOSIS
TIMP3,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TIMP3,hallmark,HALLMARK_COAGULATION
APP,hallmark,HALLMARK_ANGIOGENESIS
APP,hallmark,HALLMARK_APOPTOSIS
APP,hallmark,HALLMARK_P53_PATHWAY
PLPPR4,hallmark,HALLMARK_APOPTOSIS
PDCD4,hallmark,HALLMARK_APOPTOSIS
GPX1,hallmark,HALLMARK_APOPTOSIS
CASP1,hallmark,HALLMARK_APOPTOSIS
CASP1,hallmark,HALLMARK_P53_PATHWAY
CASP1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
CASP1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CASP1,hallmark,HALLMARK_COMPLEMENT
TGFB2,hallmark,HALLMARK_APOPTOSIS
TGFB2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
WNT5A,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
FZD5,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
REEP6,hallmark,HALLMARK_FATTY_ACID_METABOLISM
LIFR,hallmark,HALLMARK_ANDROGEN_RESPONSE
NDUFB7,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ETFB,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
SUCLG1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
SUCLG1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
SDHB,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
TOB1,hallmark,HALLMARK_P53_PATHWAY
NDUFS3,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ARL4A,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ARL4A,hallmark,HALLMARK_IL2_STAT5_SIGNALING
ADIPOR2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
MGLL,hallmark,HALLMARK_FATTY_ACID_METABOLISM
MYLK,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
DNAJB9,hallmark,HALLMARK_ANDROGEN_RESPONSE
UQCRQ,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCR10,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
CPT2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
AIFM1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
COX6A1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCR11,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
CAT,hallmark,HALLMARK_BILE_ACID_METABOLISM
CAT,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
MDH2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
MDH2,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
MDH2,hallmark,HALLMARK_GLYCOLYSIS
POR,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
COX8A,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
HADH,hallmark,HALLMARK_FATTY_ACID_METABOLISM
HADH,hallmark,HALLMARK_APICAL_JUNCTION
ACADS,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ACAA2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ACAA2,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
CRAT,hallmark,HALLMARK_FATTY_ACID_METABOLISM
CRAT,hallmark,HALLMARK_APICAL_JUNCTION
GPD2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
GPD2,hallmark,HALLMARK_COMPLEMENT
COX7B,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
HIBCH,hallmark,HALLMARK_FATTY_ACID_METABOLISM
PHYH,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
PHYH,hallmark,HALLMARK_BILE_ACID_METABOLISM
C3,hallmark,HALLMARK_COAGULATION
C3,hallmark,HALLMARK_COMPLEMENT
CIDEA,hallmark,HALLMARK_FATTY_ACID_METABOLISM
LTC4S,hallmark,HALLMARK_FATTY_ACID_METABOLISM
MGST3,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ACOX1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
DLD,hallmark,HALLMARK_FATTY_ACID_METABOLISM
DLD,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
DLD,hallmark,HALLMARK_GLYCOLYSIS
IDH3A,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFAB1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
DLAT,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ITIH5,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CYC1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ACO2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ACO2,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
DECR1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
DECR1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ATP5PO,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
FAH,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IMMT,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
EPHX2,hallmark,HALLMARK_BILE_ACID_METABOLISM
SLC1A5,hallmark,HALLMARK_IL2_STAT5_SIGNALING
STOM,hallmark,HALLMARK_P53_PATHWAY
SSPN,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SSPN,hallmark,HALLMARK_PROTEIN_SECRETION
SCP2,hallmark,HALLMARK_BILE_ACID_METABOLISM
PRDX3,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
SDHC,hallmark,HALLMARK_FATTY_ACID_METABOLISM
SDHC,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
SDHC,hallmark,HALLMARK_GLYCOLYSIS
IDH1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
IDH1,hallmark,HALLMARK_BILE_ACID_METABOLISM
IDH1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IDH1,hallmark,HALLMARK_GLYCOLYSIS
UQCRC1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
MRPL15,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
TALDO1,hallmark,HALLMARK_GLYCOLYSIS
GRPEL1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
SLC25A10,hallmark,HALLMARK_GLYCOLYSIS
COL4A1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ECHS1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ECHS1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
BCKDHA,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ME1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ME1,hallmark,HALLMARK_GLYCOLYSIS
ME1,hallmark,HALLMARK_COMPLEMENT
IDH3G,hallmark,HALLMARK_FATTY_ACID_METABOLISM
IDH3G,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFA5,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ACADM,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ACADM,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
CS,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ACADL,hallmark,HALLMARK_FATTY_ACID_METABOLISM
LIPE,hallmark,HALLMARK_BILE_ACID_METABOLISM
FKBP5,hallmark,HALLMARK_ANDROGEN_RESPONSE
SLC7A2,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
SLC26A2,hallmark,HALLMARK_ANDROGEN_RESPONSE
LRIG1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
JAK2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
JAK2,hallmark,HALLMARK_COMPLEMENT
JAK2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
KRT19,hallmark,HALLMARK_ANDROGEN_RESPONSE
P2RY2,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
INHBB,hallmark,HALLMARK_P53_PATHWAY
INHBB,hallmark,HALLMARK_ALLOGRAFT_REJECTION
ABCA3,hallmark,HALLMARK_BILE_ACID_METABOLISM
MUC1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CALB2,hallmark,HALLMARK_APICAL_JUNCTION
RRP12,hallmark,HALLMARK_ANDROGEN_RESPONSE
PRSS23,hallmark,HALLMARK_COAGULATION
TFF3,hallmark,HALLMARK_GLYCOLYSIS
MED24,hallmark,HALLMARK_GLYCOLYSIS
ABAT,hallmark,HALLMARK_P53_PATHWAY
GJA1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ELF3,hallmark,HALLMARK_GLYCOLYSIS
AR,hallmark,HALLMARK_BILE_ACID_METABOLISM
CLDN7,hallmark,HALLMARK_APICAL_JUNCTION
KRT8,hallmark,HALLMARK_ANDROGEN_RESPONSE
FKBP4,hallmark,HALLMARK_GLYCOLYSIS
XBP1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
ELOVL5,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ELOVL5,hallmark,HALLMARK_ANDROGEN_RESPONSE
IGF1R,hallmark,HALLMARK_IL2_STAT5_SIGNALING
SLC19A2,hallmark,HALLMARK_P53_PATHWAY
SLC27A2,hallmark,HALLMARK_BILE_ACID_METABOLISM
SLC22A5,hallmark,HALLMARK_FATTY_ACID_METABOLISM
GLA,hallmark,HALLMARK_PROTEIN_SECRETION
IGFBP4,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
SFN,hallmark,HALLMARK_P53_PATHWAY
DHRS3,hallmark,HALLMARK_IL2_STAT5_SIGNALING
TPD52L1,hallmark,HALLMARK_P53_PATHWAY
RASGRP1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
RASGRP1,hallmark,HALLMARK_COMPLEMENT
CXCL12,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CISH,hallmark,HALLMARK_IL2_STAT5_SIGNALING
ELF1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
